Group,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa ,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus,R.mucosa+S.aureus
606.08276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606.07932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606.08164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606.08142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.04994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.04978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.04937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.04994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.04533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.04957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.04957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.10537,0,1570000.659,0,0,0,0,0,0,172500.7188,0,0,0,17716.123,100877.4531,0,16475.38281,200291.9785,15492.65527,19565.86133,160085.9834,0,0,16545.13009,19928.9414,18549.95898,24361.18555,24424.35938,230062.5664,2001009.535,25166.68945
289.09603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398.2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231.08706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283.12929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231.14887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12584.76367,0,0,0,0,0,0,0
413.04175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.04206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413.04163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.99695,163458.375,219495.7188,163729.0078,1800819.172,176464.5781,20060011.8,189344.0047,226598.0016,214457.7969,242358.5,194495.4688,2693900.281,257211.5938,2260075.359,244823.1009,142775.6401,158731.2813,167791.2656,14300300.28,12600004.73,139796.6009,12470000.16,1680048.688,175372.2003,1724100.006,1795700,21003400.42,162483.9531,194198.5781,169831.3125
205.99724,0,0,0,0,0,27454.5332,0,0,0,36146.15234,0,34617.2539,0,0,34328.47266,0,0,0,0,18479.22852,0,0,0,26359.00313,28997.5918,0,300476.33,25667.4,34989.85156,26918.58984
205.99714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.99755,0,0,0,0,0,0,0,0,0,0,0,0,7198.229492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146.05926,117623.1401,156382.8125,1159001.242,154352.5313,162177.9688,143451.1401,132421.0047,152175.3901,179697.0094,1300544.43,122494.789,112824.7578,13800008.17,126799.0047,138928.5156,134282.0016,141485.5938,171455.8438,1230026.8,1390081.101,145194.1401,14005400.22,247792.6719,263995.3125,2188001.922,3004165.875,298151.9006,26009100.95,336146.7813,271717.1875
146.05907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7615.007813,0,0,0,0,0,0,0,0,126100.53,0,0,98006.43652
146.0596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395.0433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631.40218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.04916,1600584.281,0,0,0,236788.2656,19600005,0,1985004.266,231186.8901,169938.625,241669.1563,167472.7003,234282.4006,192791.3125,2420064.625,1872700.859,2210041.172,214826.7344,2009546.938,211187.9006,221232.1563,174879.7003,237733.7188,238155.4531,2390035.14,30000384.94,3111500.281,269884.6563,297612.625,275342.75
190.04902,0,2200926.844,219313.4375,226467.4688,0,0,211388.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.04911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.04946,895100.5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.04947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.04883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.08601,0,0,130063.9746,0,0,0,0,0,0,0,0,0,0,0,100296.1445,0,0,14591.45501,0,0,13479.98438,0,0,21989.373,200239.25,243500.7871,27177.64844,220081.914,34131.44531,234007.0092
175.11839,118117.4375,182522.6009,17340000.8,174173.3594,1900937.328,13000095.12,179688.7813,183326.2969,19120000.8,131862.1719,177611.625,169254.7003,2003175.281,1774200.547,1853003.938,697315.4375,7230034.25,7160094.313,617712.5625,625977.5,676619.6875,363519.0063,3576008.719,63100300.31,536467.5,7004696.875,89001008.75,6100774,5217500.844,8001929.188
166.08515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181.09606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320.20443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.14159,26987.35547,35166.77734,278002.3005,30000009,34816.21009,36798.94531,340042.3901,29775.8164,37372.75781,35425.66401,36127.67969,33622.99219,4000042.863,32229.00898,400755.7101,81671.75781,800263.0039,1007379.006,77263.10094,654100.9844,75758.61719,490048.7383,600977.1005,96966.58594,76485.65625,99878.99219,115881.2734,79172.125,79867.84375,98498.48438
171.11209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.06691,0,0,0,0,0,0,16753.66002,171500.3887,0,14992.00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389.21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411.01431,0,0,0,0,0,0,0,0,0,0,0,17845.22656,0,0,0,0,29412.00004,370022.7539,0,26553.55469,0,0,0,45188.4414,320018.8516,0,0,0,0,35425.15625
411.01384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18475.45117,0,0
518.36139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15121.30037,0,0,0,0,0,0,0,0,0,0,0,0
275.20729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346.3097,13854.00723,0,0,100244.0001,15322.30057,17724.41797,0,0,0,9973.007003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495.32688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495.32671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296.10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.18621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8368.789006,0,0,0,0,0,0,0,0,0,0,0
401.18788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.10057,0,0,0,0,0,0,0,0,0,0,11751.21973,0,0,0,0,0,0,0,0,0,0,234333.3125,0,0,0,0,0,0,0,0
162.05411,0,100188.8101,0,0,12395.10084,0,0,0,0,0,11566.8457,0,100481.4297,0,100244.2101,12626.34766,0,12423.41895,0,0,0,1008600.837,17732,16482.71875,11632.21191,23666.14258,0,15313.74002,200721.7188,17994.41992
448.20121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274.98648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.97987,300482.6934,55661.65625,33838.69531,49418.94922,45137.21875,24446.12695,513500.9883,48777.78125,42285.68359,22986.58594,53324.3164,312800.0057,500274.9002,4000073.73,400349.8281,35523.36719,39213.27344,33889.49601,0,29714.75586,32938.78901,22873.53901,300547.1992,58169.74601,49812.94531,51753.22656,600449.1563,44299.71009,590055.8242,58146.582
202.01698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.08243,170056.9258,22641.79688,24531.78901,0,23144.7793,21199.58789,25787.79297,22454.36914,27377.80066,18166.81005,326004.668,235300.5996,29147.77148,26127.00488,26775.40023,3110000.352,35988.74601,320018.7539,28941.29688,32633.19922,25889.59766,20000200.87,24811.3164,35848.18359,22896.88672,34943.83984,42121.53516,0,0,379004.7148
228.23145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256.13009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.18646,475900.4258,48458.0082,52196.21484,48242.125,68942.71009,53362.55008,500723.2852,44716.00234,31436.00006,540066.7539,51948.00547,388400.32,4300003.64,33568.28901,299700.623,66913.73438,68232.58594,73754.23438,61464.49219,61353.69531,0,447006.3945,32772.49219,39352.88281,400414.16,38726.63672,50000009.36,36238.48005,5000061.002,44729.93359
276.15082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254.10521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.09669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.99613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419.08483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387.13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199400.2598,0,0,168007.3887,0,0,0,0,0,0,0,0,0
458.1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.12778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.99531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.99553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417.04958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000071.9,1612200.938,0,0,63326.67578,0,0,0,0,0,0,0,0
261.12446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16744.00006,158500.1885,0,0,16747.625
312.18107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295.09305,897156.8125,1337146.875,100235007.8,1348193.5,1553745.375,1273247.875,1452165.375,130062200.5,1375233.5,10018464.94,15800238,10018398.31,13638005.38,9800649.438,1111944,0,14003866.75,0,0,0,0,0,4007553.844,829525.125,676236,917577.4375,10064429.38,794624.875,712834.0063,822727.0063
295.09338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614436,0,1579193.75,110080083.3,11954100.5,1265773.5,737558.5,0,0,0,0,0,0,0,0
236.11649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.11707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157.13238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188.09257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261.96432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9414.175781,0,0,0,0,0,0,1000052.29,0,0,0,9658.246009,0
261.96395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17124.32227,0,0,0,0,0,0,0,0
268.16718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13667.1543,1005200.665,0,0,0
170.04303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233.07499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250.09261,0,21327.2007,0,15352.00781,18495.8164,0,0,17152.29688,200866.8887,232002.121,17949.89648,0,21555.55664,20000700.14,0,29612.33,23275.86523,442005.0043,23174.7007,248800.4414,300191.791,300138.6004,45247.65625,431007.7969,418700.8398,42793.1289,537800.0012,38875.00156,481500.957,458009.8438
277.11864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.00233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90014.33101,7979.291992,0,0,0
431.18596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.17512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174.05359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430.18703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7687.71875,0,0,0,0,0,0,0,0,0,0,0
357.16313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284.17532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514.24521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419.23374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31894.57422,28658.83789,33959.00273,22256.32227,23193.00137,192002.3242,100582.5361,0,0,0,0,0,0,0,0
379.09213,0,213008.1992,0,0,0,0,26223.28125,0,0,18788.92188,0,116004.6301,0,0,0,29266.35742,0,300834.1289,0,251500.127,287700.1973,0,282800.4375,0,37352.39453,0,0,0,0,0
311.08726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484.13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440.10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114004.832,0
217.12918,0,17176.68945,0,15956.6123,0,0,17344.15234,0,17525.8125,122300.6172,0,0,0,12197.00537,15867.30047,175568.2003,1900688.266,186975.4844,154833.625,144676.6719,1835600.438,1003727.57,141761.7813,1670034.859,1380036.002,225762.6719,278453.4006,1892003.516,176193.9844,251779.1563
218.11351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63771.99601,64516.55008,790026.789,700517.4375,600734.4688,69766.34375,474006.8005,66685.22656,75251.97656,589005.8242,1006893.313,117781.0023,72758.35156,85578.00313,850051.625
189.12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854200.6797,86356.4375,790027.3516,9007009.539,87634.25,79854.8125,45283.88672,570089.3398,77978.9375,64438.90063,100890000.1,111979.0063,96349.67188,62996.33594,93412.88281
374.34037,0,0,139100.4009,100919.9512,14925.55469,13199.18457,11633.45996,0,0,0,0,0,0,0,0,19684.28125,18946.875,279006.7422,15797.2627,15755.00488,170054.6934,0,150086.7344,0,100862.2344,0,0,0,16358.00469,1100007.801
237.10636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484.13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373.1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189900.01,0,0,0,0,0,0,0,0,0,0,0,0
274.08461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172.09588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.32564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184.17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.15925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234.16207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210.18419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430.18633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.14716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443.19692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346.3097,24456.748,200335.6563,26376.29688,200855.3516,287009.7363,32438.23005,19277.1582,17658.14648,19386.88672,187003.457,269100.0021,15651.83691,0,0,0,0,34447.73828,0,0,36753.37101,300978.6113,0,24783.44727,22172.57813,200964.5195,18778.32617,250019.7441,18687.11914,27463.6621,19964.46875
346.31002,0,0,0,0,0,0,0,0,0,0,0,0,16421.69336,15218.52344,0,454100.8398,0,55161.17578,34933.332,0,0,337700.41,0,0,0,0,0,0,0,0
267.06159,28278.39006,44837.39453,380073.7101,550012.0078,42821.9414,35374.00742,48451.30001,450041.1401,49625.32003,34382.1914,600113.66,42684.86719,45423.14453,38789.8125,438004.3516,55955.73828,62894.7539,620079.8359,0,461600.23,0,0,0,48871.66401,0,49218.00938,56225.00117,42736.44531,370036.6523,53891.89844
267.06105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46926.46484,0,47987.34766,0,0,0,0,0,0,0,0,0
256.29939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11344.51563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.31507,0,151100.5342,0,0,0,0,0,11985.26758,0,0,16995.6914,0,0,0,0,0,0,0,0,28819.4414,0,0,0,18776.41797,0,24342.58594,200895.5723,16139.54785,0,24416.38009
204.04652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374.34099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374.34103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374.34224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.23501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.18663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54945.15234,0,0,0,0,0,0,0,0,0
330.33597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351.30033,0,139600.415,0,145500.6416,12828.26007,0,0,0,15829.38965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184001.8184,240088.57,15344.53801,18948.29883,27934.69531
189.1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161.12814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173.12755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476.30839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.03151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12617.52441,0,0,0,0,0,0,0,0,0
227.06818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.00846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.00897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204.06511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.11684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.25258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467.01999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.03817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341.13734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228.26797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228.2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14162.62598,0,0,15552.50068,0,0,0,0,0,0,0,0,0
202.10649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.07579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.07681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.00573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29972.24414,0,17837.73242,0,0,0,0,0,0,0,0,0,0
285.04984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.25795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246.13376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260000.687,0,0,0,0,0,0,0,100414.9492,0,0,0,0
291.06143,0,0,1410000.9,16334.77344,0,200444.1113,0,0,0,0,0,0,193005.8867,0,0,0,0,262400.16,0,17243.7539,0,0,0,0,0,0,0,0,0,17566.71484
295.16915,0,0,0,158004.5791,0,0,0,0,17474.59375,0,0,100791.7002,0,0,18948.49414,16348.55566,14631.415,0,0,179006.007,0,0,0,16675.23438,0,0,22789.14006,1700700.186,17656.75977,22584.66401
275.09013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404.14376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.06101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.22596,0,0,0,11423.00002,0,0,0,15928.374,0,0,15771.61004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
